"STATISTIC Label","Year","Age Group","Sex","Region","UNIT","VALUE"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","South-West","Thousand","27.2"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","Dublin","Thousand","51.9"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","Mid-East","Thousand","30.5"
"Estimated Population (Persons in April)","2022","45 - 49 years","Female","Midland","Thousand","11.6"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","State","Thousand","342.9"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","Border","Thousand","28.5"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","West","Thousand","32.4"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","Mid-West","Thousand","34.4"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","South-East","Thousand","31.4"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","South-West","Thousand","50.1"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","Dublin","Thousand","90.4"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","Mid-East","Thousand","54"
"Estimated Population (Persons in April)","2022","50 - 54 years","Both sexes","Midland","Thousand","21.5"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","State","Thousand","171.4"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","Border","Thousand","14.4"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","West","Thousand","16.2"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","Mid-West","Thousand","17.3"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","South-East","Thousand","15.7"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","South-West","Thousand","25.2"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","Dublin","Thousand","44.7"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","Mid-East","Thousand","27.2"
"Estimated Population (Persons in April)","2022","50 - 54 years","Male","Midland","Thousand","10.9"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","State","Thousand","171.4"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","Border","Thousand","14.1"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","West","Thousand","16.3"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","Mid-West","Thousand","17.1"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","South-East","Thousand","15.8"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","South-West","Thousand","24.9"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","Dublin","Thousand","45.8"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","Mid-East","Thousand","26.9"
"Estimated Population (Persons in April)","2022","50 - 54 years","Female","Midland","Thousand","10.6"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","State","Thousand","309.7"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","Border","Thousand","26.6"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","West","Thousand","30.2"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","Mid-West","Thousand","32.2"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","South-East","Thousand","29.7"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","South-West","Thousand","46.5"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","Dublin","Thousand","79.2"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","Mid-East","Thousand","46.1"
"Estimated Population (Persons in April)","2022","55 - 59 years","Both sexes","Midland","Thousand","19.3"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","State","Thousand","153.2"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","Border","Thousand","13.2"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","West","Thousand","15.1"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","Mid-West","Thousand","16.1"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","South-East","Thousand","14.7"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","South-West","Thousand","23.3"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","Dublin","Thousand","38.2"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","Mid-East","Thousand","23"
"Estimated Population (Persons in April)","2022","55 - 59 years","Male","Midland","Thousand","9.7"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","State","Thousand","156.5"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","Border","Thousand","13.4"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","West","Thousand","15.1"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","Mid-West","Thousand","16.1"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","South-East","Thousand","15.1"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","South-West","Thousand","23.2"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","Dublin","Thousand","40.9"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","Mid-East","Thousand","23.1"
"Estimated Population (Persons in April)","2022","55 - 59 years","Female","Midland","Thousand","9.6"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","State","Thousand","275.8"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","Border","Thousand","24.4"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","West","Thousand","28"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","Mid-West","Thousand","29.3"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","South-East","Thousand","26.6"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","South-West","Thousand","41.8"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","Dublin","Thousand","70.1"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","Mid-East","Thousand","38.5"
"Estimated Population (Persons in April)","2022","60 - 64 years","Both sexes","Midland","Thousand","17.1"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","State","Thousand","136"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","Border","Thousand","12"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","West","Thousand","13.8"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","Mid-West","Thousand","14.7"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","South-East","Thousand","13.1"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","South-West","Thousand","20.8"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","Dublin","Thousand","33.7"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","Mid-East","Thousand","19.2"
"Estimated Population (Persons in April)","2022","60 - 64 years","Male","Midland","Thousand","8.7"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","State","Thousand","139.8"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","Border","Thousand","12.3"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","West","Thousand","14.2"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","Mid-West","Thousand","14.6"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","South-East","Thousand","13.5"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","South-West","Thousand","21"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","Dublin","Thousand","36.4"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","Mid-East","Thousand","19.4"
"Estimated Population (Persons in April)","2022","60 - 64 years","Female","Midland","Thousand","8.5"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","State","Thousand","240.5"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","Border","Thousand","22.1"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","West","Thousand","25.5"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","Mid-West","Thousand","26.2"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","South-East","Thousand","23.1"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","South-West","Thousand","36.5"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","Dublin","Thousand","59.5"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","Mid-East","Thousand","32.8"
"Estimated Population (Persons in April)","2022","65 - 69 years","Both sexes","Midland","Thousand","14.9"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","State","Thousand","118.6"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","Border","Thousand","11.1"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","West","Thousand","12.8"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","Mid-West","Thousand","13.2"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","South-East","Thousand","11.6"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","South-West","Thousand","18.1"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","Dublin","Thousand","28.1"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","Mid-East","Thousand","16.1"
"Estimated Population (Persons in April)","2022","65 - 69 years","Male","Midland","Thousand","7.5"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","State","Thousand","121.9"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","Border","Thousand","11"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","West","Thousand","12.7"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","Mid-West","Thousand","12.9"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","South-East","Thousand","11.5"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","South-West","Thousand","18.3"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","Dublin","Thousand","31.4"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","Mid-East","Thousand","16.6"
"Estimated Population (Persons in April)","2022","65 - 69 years","Female","Midland","Thousand","7.5"
"Estimated Population (Persons in April)","2022","70 - 74 years","Both sexes","State","Thousand","204.7"
"Estimated Population (Persons in April)","2022","70 - 74 years","Both sexes","Border","Thousand","18.9"
